song_id,song_name,Artist,Lyrics,Type
S 14,Pem Lowadee Dutu Ohumada Me,Nanda Malani,"පෙම් ලොවදී දුටු ඔහුමද මේ
ඔහුටද මා අන්ධ උනේ
යව්වනයෙදි දුටු ඔහුමද මේ
ඔහුටද මා අන්ධ උනේ

මිදි යුෂ යැයි රැවටී හලා හල
විෂ බිව්වේ ඇයි මා
පෙම් දැල මැද පැටලී සුසුම්ලා
මුලා උනේ ඇයි මා
පෙම් ලොවදී දුටු ඔහුමද මේ
ඔහුටද මා අන්ධ උනේ
යව්වනයෙදි දුටු ඔහුමද මේ
ඔහුටද මා අන්ධ උනේ

මිරිඟුව දැක හිනැහී පිපාසෙට
දිය සෙව්වේ ඇයි මා
නෙතු සර පහර වැදී විකල් වී
දිවි පිදුවේ ඇයි මා
පෙම් ලොවදී දුටු ඔහුමද මේ
ඔහුටද මා අන්ධ උනේ
යව්වනයෙදි දුටු ඔහුමද මේ
ඔහුටද මා අන්ධ උනේ",Sad
S 15,Thawa Tikakwath Iwasanna Thibuna Nam.,Lakshman Hewawitharana,"තව ටිකක්වත් ඉවසන්න තිබුණා නම්
මොන දේ නැතත් අපි අපේමයි තවමත්
අපි අපි ගැනම තව ටිකක් හිතුවානම්
මේ දුකම කෙතරම් මිහිරිවෙද නොදනිම්.....

අපි අපේ දුක ගැන නොහිතුවත්
අපි ගැන දුක් වුනේ වෙන අයයි
තනියම විදින්නට හුරු වුනත්
මට මේ තරම් දුක ඔබ ගැනයි ......

අපි හදවතට කන් දුන්න නම්
ඒ ආදරය ඇති මියෙනකම්
මේ තනිව ගෙවනා ඡීවිතය
ගෙනියන්න තව දුර බෑ වගෙයි .....",Sad
S 16,Wana Wanka Giriya Arane,Nanda Malani,"වන වංකගිරිය අරණේ මෙහෙවරට සැදීපෑදී...

ඔබ යන්න ඉතින් නික්මී ජය ශ්‍රී සුරම්‍ය  ස්වාමී...

 

දුක් ස්වප්න දෑස රිදවා කදුළින්ම යාවි සේදී..

එන රෝග ව්‍යාධි පලවා දරු රකිම් ධෛර්යය පේවී..

 

බර අදිම් බෑ'යි නොකියා ණය තුරුස් අතර හිරවී...

රන් රිදී නොවෙයි ඕනෑ ප්‍රීතියයි සිතේ සවාමී...

 

ප්‍රේමෙන් සුගන්ධ වේවා වන වාසෙ  රුද්‍ර රාත්‍රී ...

ඔබ යන්න ඉතින් නික්මී ජයශ්‍රී සුරම්‍ය ස්වාමී...",Sad
S 17,Silila Oba Nam,Gunadasa Kapuge,"සිලිල ඔබ නම් සරසි වෙමි මම
පෙර පිනෙනි අප හමු වුණේ
කී කතා පෑරී තැවී අද
කරුමෙකැයි කිම කියන්නේ
කරුමෙකැයි කිම කියන්නේ...

රෝස මල් සයනයේ සිහිනය
ක‍ටු ඇනී රිදුනි ද ලියේ...//
නෙත් පුරා නොතෙමන්න සළුපිලි
සිහිනෙකින් ‍රැය නිම නොවේ...

සිලිල ඔබ නම්.....

අතින් අත ගෙන ඇවිද යන සඳ
ජීවිතේ වන දුර්ගයේ...//
වැරදුණ ත් මග බලනු ආ මග
කොහේ කොතැන ද වැරදුණේ...",Sad
S 18,Ayyandiye Nuba Awidin Giya Dawase,Gunadasa Kapuge,"අයියන්ඩියේ නුබ ඈවිදින් ගිය දවසේ
ගිනී ඈවිලුනා කෑනිමඩලට අපේ නිවසේ
එක බත අනා එකටම කෑ පෙර දවසේ
මන් අමතකද උඹ රජවු අද දවසේ

අම්මා එක්ක දබරව පෑන ගියා වෑත්තේ
ලෑම දා ගියා බත හිර උනි කුස ගින්නේ
දෑසේ කදුලු වෑහි පොද ලෙස වෑහෙන්නේ
වී පෑ ලකට ඈයි උඹ විරසක වෙන්නේ

ඉරට සෑපක් දෝ නියගය දලු ලෑම
සදට සෑපක් දෝ ගනදුර පී දීම
නුඹට සෑපක් දෝ අප තනි කර යාම
මහ පොලොවකට නඩු හබ ඈයි ගතු කීම
අයියන්ඩියේ නුබ ඈවිදින් ගිය දවසේ
ගිනී ඈවිලුනා කෑනිමඩලට අපේ නිවසේ
එක බත අනා එකටම කෑ පෙර දවසේ
මන් අමතකද උඹ රජවු අද දවසේ",Sad
S 19,Taj Mahalak Thanawanna Nehe Mata,H R Jothipala,"ටජ් මහලක් තනවන්න නෑ මට
ඔබෙ සෙනහසට හිමී.....
හිස් අහසේ ගෑවෙන්න තරමට
ගී සෑයක් බඳිමී.....
ටජ් මහලක් තනවන්න නෑ මට
ඔබෙ සෙනහසට හිමී.....
හිස් අහසේ ගෑවෙන්න තරමට
ගී සෑයක් බඳිමී.....

සිහිකර ඔබ ගැන බවුන් වඩයි මන
අන්ධය දෙනයන බිහිරිය දෙසවන
සිහිකර ඔබ ගැන බවුන් වඩයි මන
අන්ධය දෙනයන බිහිරිය දෙසවන
ටජ් මහලක් තනවන්න නෑ මට

ඔබෙ සෙනහසට හිමී.....
හිස් අහසේ ගෑවෙන්න තරමට
ගී සෑයක් බඳිමී.....

මගේ උදානය අමිල නිධානය
ඔබමය ජීවය මිහිරිය දෙසවන
මගේ උදානය අමිල නිධානය
ඔබමය ජීවය මිහිරිය දෙසවන
ටජ් මහලක් තනවන්න නෑ මට

ඔබෙ සෙනහසට හිමී.....
හිස් අහසේ ගෑවෙන්න තරමට
ගී සෑයක් බඳිමී.....


තිමිර එළිය කෙරු මගෙ ලොව දිනිසුරු
තරුපති සහකරු ඔබය මියනතුරු
තිමිර එළිය කෙරු මගෙ ලොව දිනිසුරු
තරුපති සහකරු ඔබය මියනතුරු


ටජ් මහලක් තනවන්න නෑ මට
ඔබෙ සෙනහසට හිමී.....
හිස් අහසේ ගෑවෙන්න තරමට
ගී සෑයක් බඳිමී.....
ටජ් මහලක් තනවන්න නෑ මට
ඔබෙ සෙනහසට හිමී.....
හිස් අහසේ ගෑවෙන්න තරමට
ගී සෑයක් බඳිමී.....",Sad
S 20,Mage Namali Bandi Adare,Haroon Lanthra,"මගෙ නාමලී බැදි ආදරේ
මනමාලියයි මැණිකේ ඔයා
ඔරුවේ නැගී එහි පාවෙවී
අමනාපයෙන් පිටවී ගියා
බැදි ආදරේ සුකුමාලියේ
පෙම් පණිවිඩේ පාවේ ගඟේ.
රස පෙම් හැඟුම් මාලඟ තබා
ඔබ කොහෙද යන්නේ පාවෙලා.
ඒ ලොවේ කවුරුත් නැ ප්රියේ
දැන් මෙගොඩ එන්නේ පාවෙලා.
මනමාලියේ මගෙ නාමලී
බැදි ආදරේ මනමාලියයි මැණිකේ ඔයා
ඔරුවේ නැගී එහි පාවෙවී
අමනාපයෙන් පිටවී ගියා
බට ලී හඩේ රාවේ මගේ
ඉන් ආදරේ රස පිටවුනා.
අනුරාගියේ හද නල උදාහේ
ගී හඩේ ඔබ සැඟවුනා.
මනමාලියේ මගෙ නාමලී
බැදි ආදරේ මනමාලියයි මැණිකේ ඔයා
ඔරුවේ නැගී එහි පාවෙවී
අමනාපයෙන් පිටවී ගියා...",Sad
S 21,Dawasak Pala Nathi Hene,Gunadasa Kapuge,"දවසක් පැල නැති හේනේ
අකාල මහ වැහි වැස්සා
තුරුලේ හංගාගෙන මා ඔබ තෙමුනා අම්මේ
පායන තුරු හිටි පියවර හිටියා ඔබ අම්මේ


නුවර වීදි යට කරගෙන

නින්දා වැහි වැගිරුණ දා
බිරිඳකගේ සෙනෙහෙ ගියා
යෝධ ඇලේ නැම්මේ
ඔබෙ සෙනෙහස සුවඳ දිදී
දැනුණා මට අම්මේ
ඔබෙ සෙනෙහස සුවඳ දිදී
දැනුණා මට අම්මේ

කොළඹ අහස කළු කරගෙන

මූදු හුළඟ අඹලන කොට
ඔටුන්න බිම දා දුවගෙන
එන්නද එක පිම්මේ
මං එන තුරු ඉදිකඩ ලඟ ඉන්නවාද අම්මේ

මං එන තුරු ඉදිකඩ ලඟ ඉන්නවාද අම්මේ

මං එන තුරු

ඉදිකඩ ලඟ
ඉන්නවාද අම්මේ",Sad
S 22,Amma Sandaki Mama a Lowa Hiruya Ridi,TM Jayarathne,"අම්මා සඳකි මම ඒ ලොව හිරුය රිදී
ඒ ඉර හඳින් නුබේ ලෝකය එලිය වුනී
රැකුමට පුතුන් දිවියේ දුක් ගැහැට විදී
පිය සෙනෙහසට කව් ගී ලියැවුනා මදී

සිරුරේ දුවන්නේ මගේ ලේ නොවැ පුතුනේ
කුසයේ නොදැරුවත් දිවි බර මට දැනුනේ
මහ මෙරකට උසයි දරුපෙම හද පතුලේ
පුදුමයි පුතුනි කිම මගෙ ලේ කිරි නූනේ

මවකට මුවා වී නුඹ වෙත දිරි දුන්නේ
මම වෙමි පුතුනි එය මා පමණයි දන්නේ
පිය සෙනෙහස නැතිද දරුවනි හඳුනන්නේ
අම්මාවරුන් පමණද මතු බුදුවන්නේ",Sad
S 23,Dewani Budun Lesa,Sunil Edirisinghe,"දෙවැනි බුදුන් ලෙස
ලොවම උවම් කළ
ලොවක පිදුම් ලද
ලොවට උතුම් ළඳ

අම්මා.....අම්මා.....අම්මා.....


දෙසවන් සනහා මා නැළවූ ඔබ
මියුරු මියැසියේ අරුත කියා දුනි
ඒ මියැසිය අද මා ගයනා විට
මා සිපගන්නට ඔබ මා ළඟ නැත
අම්මා....අම්මා.....අම්මා.....

ඇසට හඬන්නට කඳුළැලි දුන් ඔබ
ළතැවුල් දරනා දිරිය ලබා දුනි
ඒ දිරියෙන් ලොව ජය ලබනා විට
මා සිපගන්නට ඔබ මා ළඟ නැත
අම්මා....අම්මා.....අම්මා.....

දෙවැනි බුදුන් ලෙස
ලොවම උවම් කළ
ලොවක පිදුම් ලද
ලොවට උතුම් ළඳ

අම්මා.....අම්මා.....අම්මා.....",Sad
S 24,Gamata Kalin Hiru,Karunarathna Divulgane,"ගමට කලින් හිරු මුළුතැන් ගෙට වඩිනා...
ඒ හිරු එළියේ නැණ මල් පොඩි පිපුණා..
ඒ මල් සුවඳේ අද ලොව්තුරු සුව විඳිනා...
කලා වැවේ නිල් දියවර අපෙ අම්මා..


රෑ කළුවර අරගෙන දරුවන් එනතුරු
සිත නෑ නිවන් දකින්නේ
රෑ.. කළුවර ඇවිදින් ඉකිබිඳ හැඬුවත්
නෙත නෑ නිදි විඳගන්නේ..
හෙට අරුණට සැරසෙන තව දවසක් ගැන
නින්දේ සිහින දකින්නේ..
මහමායාවනි කවදාදෝ ඔය නෙත්
දරු සෙනෙහසින් මිදෙන්නේ..

වෙල් දෙණිවල ඇවිදින දෙපා රිදෙන විට
විහඟ ගීත බණ පද වේවා
බෝ.. මළුවක ඇවිලෙන පහන් වැටක් සේ
තුන් සිත නිවී සැදේවා..
මතු උපදින සසරේ විශාකාව වී
මෙත් මග නෙත් හමුවේවා..
ඇත් රැජිණියනේ ඔබෙ නැළවිලි ගීතය
ලොවම නිවන කවියක් වේවා..
ගමට කලින් හිරු මුළුතැන් ගෙට වඩිනා...
ඒ හිරු එළියේ නැණ මල් පොඩි පිපුණා..
ඒ මල් සුවඳේ අද ලොව්තුරු සුව විඳිනා...
කලා වැවේ නිල් දියවර අපෙ අම්මා..",Sad
S 25,Neela Nuwan Yuga,Chandralekha Perera,"නීල නුවන් යුග කවියක් විය ඔබගේ
පන්හිඳ තුඩගේ පැටලි....
ඇයගේ හදින් ගැලූ සෙනෙහස

සිතුවමක් විය තෙලි තුඩඟේ දැවටී....


පිනි දිය මිදෙනා මිටියාවත මැද ගෙපැලේ
පිළ මත හිඳ හිමිදිරියේ....
පිනි දිය මිදෙනා මිටියාවත මැද ගෙපැලේ
පිළ මත හිඳ හිමිදිරියේ....
ඇයගේ දෑසින් කියවු කවියද
මුමුණන්නේ තනිවී....

නීල නුවන් යුග කවියක් විය ඔබගේ
පන්හිඳ තුඩගේ පැටලි....
ඇයගේ හදින් ගැලූ සෙනෙහස

සිතුවමක් විය තෙලි තුඩඟේ දැවටී....

රළ රැළි හඬනා පුලින තලාවේ නැවති
දේදුනු සායම කලතා....
රළ රැළි හඬනා පුලින තලාවේ නැවති
දේදුනු සායම කලතා....
ඇගේ හදේ දුටු සිතුවම දො ඔබ
සමරන්නේ තනිවී....


නීල නුවන් යුග කවියක් විය ඔබගේ
පන්හිඳ තුඩගේ පැටලි....
ඇයගේ හදින් ගැලූ සෙනෙහස
සිතුවමක් විය තෙලි තුඩඟේ දැවටී....",Sad
S 26,Oba Ma Hamu Una Me Ira Handa Yata,Karunarathna Divulgane,"ඔබ මා හමුවුන මේ ඉර හඳ යට
කොතැනක සිටියත් මා මළ දවසට
මගෙ ළඟ තනියට ඉනු මැනවී
මගෙ ළඟ තනියට ඉනු මැනවී
ඔබ මා හමුවුන මේ ඉර හඳ යට
කොතැනක සිටියත් මා මළ දවසට
මගෙ ළඟ තනියට ඉනු මැනවී
මගෙ ළඟ තනියට ඉනු මැනවී
ඔබ සිත මා සිත හමු වූ දා සිට
මා ළය පීදී පරවූ පෙම් මල
ඔබ සිත මා සිත හමු වූ දා සිට
මා ළය පීදී පරවූ පෙම් මල
සිතින් තුරුළු කර මා මළ දවසට
මගෙ ළඟ තනියට ඉනු මැනවී
මගෙ ළඟ තනියට ඉනු මැනවී
ඔබ මා හමුවුන මේ ඉර හඳ යට
කොතැනක සිටියත් මා මළ දවසට
මගෙ ළඟ තනියට ඉනු මැනවී
මගෙ ළඟ තනියට ඉනු මැනවී
කඳුල සුසුම නොහෙලා නොදොඩා අපි
මිරිඟු සයුර වෙත පියමන් කල සැටි
කඳුල සුසුම නොහෙලා නොදොඩා අපි
මිරිඟු සයුර වෙත පියමන් කල සැටි
සිතින් දරාගෙන මා මළ දවසට
මගෙ ළඟ තනියට ඉනු මැනවී
මගෙ ළඟ තනියට ඉනු මැනවී
ඔබ මා හමුවුන මේ ඉර හඳ යට
කොතැනක සිටියත් මා මළ දවසට
මගෙ ළඟ තනියට ඉනු මැනවී
මගෙ ළඟ තනියට ඉනු මැනවී",Sad
S 27,Pana Mada Kadithi,Sunil Edirisinghe,"පැන මඩ කඩිති වැවු තාවුලු වැහි කාලේ
පෙන්වා මග නොමග නොවැටී යන තාලේ
සිප් කිරි පෙවූ මූසිලයින් උඩු මාලේ
අපෙ ගුරුතුමා යයි තාමත් ඉස්කොලේ
සාමා අමර විකුණති බස් පොලේ කජු
කුමාරෝද පිටු දන්දෙති එයින් මතු
උගත මනා ශිල්පය පිල් කඩ නොපැතූ
වේවැල වටා ඉකිබිද දඩුවමක් පැතූ
රන්මසු පට පිලී අභරණ උරණ වෙලා
සමන් පිච්ච කැකුලිය ගෙයි මිලින වෙලා
ගුරු නිවහනේ කදුලට උල්පතක් වෙලා
ලොකු හාමිනේ ඇත බිතු සිතුවමක් වෙලා",Sad
S 28,Tika Kalaka Sitan Ma Amathaka,Chandrasena Hettiarachchi,"ටික කලක සිටන් මා අමතක වන බව දැනුනා
අද මට නොදැනිම මගේ දෙනෙතට කඳුළු පිරෙනවා
පිපි මලක් එලෙස මහා වන මැද පරවී යනවා
ලංවී සිටි ඔබ මාගෙන් ඈතට ඉගිලෙනවා
දුක සෝකය මාහට නම් පුරුදුයි හැමදාම
ආදර වදනින් මාහද පෙලුවේ ඇයි මෙලෙස
සමුගන්නට නම් අහිමි වූ ආදරයෙන් මෙලෙස
ඉවසම්ද මා කෙසේ සොඳුරියේ මේ දුක කෙලෙස
මා ඔබ ගැන අහිතක් නොසිතමි මින් කිසිදාක
ඔබ තුටින් සිටීනම් මට සැපතකි හැමදාම
ආදරයක ඇති වේදනාව දැනෙනවු දාක
සිහිවෙයිද මගේ සොඳුරියේ බිඳුවක් යලි මතක
",Sad
S 29,Kaurudo Ara Kawluwen,Sanath Nandasiri,"කවුරුදෝ අර කවුළුවෙන්
හිනාවී එබිකම් කලේ...
ඒ හිනාවෙන් මා වෙලන්නද
මා වෙලාගෙන මට තලන්නට
ඈ හිනාවෙන්නේ...
කවුරුදෝ අර කවුළුවෙන්
හිනාවී එබිකම් කලේ...
ඒ හිනාවෙන් මා වෙලන්නද
මා වෙලාගෙන මට තලන්නට
ඈ හිනාවෙන්නේ...


හිතින් මට බැ ඈත යන්නට
ඒ නුවන් දැහැනින් මිදීලා...
හිතින් මට බැ ඈත යන්නට
ඒ නුවන් දැහැනින් මිදීලා...
කවුළුවේ දොර හදින් හැරගෙන
නෙත් ලඟින් ඉන්නම්....


කවුරුදෝ අර කවුළුවෙන්
හිනාවී එබිකම් කලේ...
ඒ හිනාවෙන් මා වෙලන්නද
මා වෙලාගෙන මට තලන්නට
ඈ හිනාවෙන්නේ...

කතා නොකරන තාරකාවක්
පාර කීවත් මම නොයන්නම්...
කතා නොකරන තාරකාවක්
පාර කීවත් මම නොයන්නම්...
කවුළුවෙන් දොර හදින් හැරගෙන
නෙත් ලඟින් ඉන්නම්....

කවුරුදෝ අර කවුළුවෙන්
හිනාවී එබිකම් කලේ...
ඒ හිනාවෙන් මා වෙලන්නද
මා වෙලාගෙන මට තලන්නට
ඈ හිනාවෙන්නේ...
කවුරුදෝ අර කවුළුවෙන්
හිනාවී එබිකම් කලේ...
ඒ හිනාවෙන් මා වෙලන්නද
මා වෙලාගෙන මට තලන්නට
ඈ හිනාවෙන්නේ...",Sad
S 30,Api Hangum Walata,Victor Rathnayake,"අපෙ හැඟුම්වලට ඉඩ දී මොහොතක්‌
ඉඩ ලබාගනිමු තරමින් වියතක්‌
අපෙ හැඟුම්වලට ඉඩ දී මොහොතක්‌
ඉඩ ලබාගනිමු තරමින් වියතක්‌
හඳ පානේ මඳ අඳුරේ
අත් පටලා යමු ආයේ
අත් පටලා යමු ආයේ


ඔබ ඔබෙ හෙවණැල්ලෙන් මිදී
මම මගෙ හෙවණැල්ලෙන් මිදී
ඔබ ඔබෙ හෙවණැල්ලෙන් මිදී
මම මගෙ හෙවණැල්ලෙන් මිදී
අවුදින් හෙමින් රහසින් මුමුණා
හඳ පානේ මඳ අඳුරේ
හඳ පානේ මඳ අඳුරේ

අත් පටලා යමු ආයේ
අත් පටලා යමු ආයේ


හිරකර හසරැල්ලෙන් හැඬුම්
අපි හිනැහෙමු සපුරා පැතුම්...
හිරකර හසරැල්ලෙන් හැඬුම්
අපි හිනැහෙමු සපුරා පැතුම්
මතු ආත්මයේ හමුවෙන පැතුමින්
යමු වෙන්වී හිමිදිරියේ

හඳ පානේ මඳ අඳුරේ
අත් පටලා යමු ආයේ
අත් පටලා යමු ආයේ

හඳ පානේ මඳ අඳුරේ
අත් පටලා යමු ආයේ
අත් පටලා යමු ආයේ
අත් පටලා යමු ආයේ
",Sad
S 31,Raja Meduraka Ipadi Sitiyanam,Malani Bulathsinhala,"රජ මැදුරක ඉපදී හිටියානම්
නුඹත් රජෙකි පුතුනේ
හිරිකඩ බාගෙන පොල් අතු ඉගිලෙයි
අද නුඹෙ සිරියහනේ
හීනෙන් හිනා නොවී
මා හඬවාපන් මේ රෑ යාමේ

පුංචි පැටික්කන් මඟ දිග හඩවන
සිල්ලර රස කැවිලි
දුව යන ඉගිලෙන විසිතුරු සෙල්ලම්
යානා පෙනී පෙනී
අහක බලාගෙන මග දිග යන විට
නෑ මට වාවන්නේ
හීනෙන් හිනා නොවී
මා හඬවාපන් මේ රෑ යාමේ

ඉද හිට මොලවන ලිපත් දනී පුත
කැඳ රස සුනු සහලේ
දිව බොජුනක් සේ දිව ගා ඇල්මෙන්
අකුරට දිව යන්නේ
ඇඳලා කල් ගිය රෙදි වැරලී
නෑ මට වාවන්නේ
හීනෙන් හිනා නොවී
මා හඬවාපන් මේ රෑ යාමේ

රජ මැදුරක ඉපදී සිටියානම්
නුඹත් රජෙකි පුතුනේ
හිරිකඩ බාගෙන පොල් අතු ඉගිලෙයි
අද නුඹෙ සිරියහනේ
හීනෙන් හිනා නොවී
මා හඬවාපන් මේ රෑ යාමේ",Sad
S 32,Sannaliyane,W.D. Amaradewa,"සන්නාලියනේ සන්නාලියනේ
මේ හිමිදිරි උදයේ......
සන්තෝසෙන් ඔබ හිනැහී හිනැහී
කාටද ඇදුම වියන්නේ.....
කාටද ඇදුම වියන්නේ.....
මාලගිරා තටු සේම රුවින් යුතු
නිල්වන් ඇදුම වියන්නේ....
කාටද ඇදුම වියන්නේ....
මාලගිරා තටු සේම රුවින් යුතු
නිල්වන් ඇදුම වියන්නේ....
ඊයේ ඉපදුනු කුලුදුල් දූටයි
මේ පොඩි ඇදුම වියන්නේ.....


සන්නාලියනේ සන්නාලියනේ
මේ හැන්දෑ යාමේ....
හැඩ වැඩ දමලා ලස්සන කරලා
කාටද ඇදුම වියන්නේ.....
කාටද ඇදුම වියන්නේ......
සැන්දෑ අහසේ රන්වන් පාටින්
දිලිසෙන ඇදුම වියන්නේ
කාටද ඇදුම වියන්නේ.....
සැන්දෑ අහසේ රන්වන් පාටින්
දිලිසෙන ඇදුම වියන්නේ.....
ඒ කුලුදුල් දූ දීගෙක දෙන්නයි
මංගල ඇදුම වියන්නේ.....


සන්නාලියනේ සන්නාලියනේ
සීතල හද එළියේ.....
මැළවුණු මුහුණින් වෙව්ලන දෑතින්
කාටද සලුව වියන්නේ......
හීතල සලුව වියන්නේ......
කණකොක් තටුවේ සුදුමැලි පාටින්
සීතල සලුව වියන්නේ.....
කාටද සලුව වියන්නේ.....
කණකොක් තටුවේ සුදුමැලි පාටින්
සීතල සලුව වියන්නේ......
මියගිය ඇයගේ මිනිය වහන්නයි
සීතල සලුව වියන්නේ.....
",Sad
S 33,Dam Patin la,Gunadasa Kapuge and Malani Bulathsinhal,"දම් පාටින් ලා සඳ බැස යනවා
ආකාසේ රන්වන් පාටයි
සමුගෙන යන්න මගෙන් තව මොහොතයි
නොදොඩා ඉන්නේ ඇයි
නොදොඩා ඉන්නේ ඇයි

දම් පාටින් සඳ මුහුණ පෙනෙනවා
වෙන්වී යන මොහොතත් නෑගෙයි
දෑසට ලංව තවත් මේ මොහොතේ
ගොළුවී ඉන්නෙමි මම්
ගොළුවී ඉන්නෙමි මම්

සෙවනැලි නොමැකේ නම්
එළිය කළු නොවේ නම්
සෙවනැලි නොමැකේ නම්
එළිය කළු නොවේ නම්
බිත්ති පුරා ඔබේ සෙවනැළි ඇන්දේ
තනිය මකා ගන්නයි එනතුරු
සොයා මගේ සෙනෙහස මතුදා
දම් පාටින් ලා සඳ බැස යනවා
ආකාසේ රන්වන් පාටයි
සමුගෙන යන්න මගෙන් තව මොහොතයි
නොදොඩා ඉන්නේ ඇයි
නොදොඩා ඉන්නේ ඇයි
දම් පාටින් සඳ මුහුණ පෙනෙනවා
වෙන්වී යන මොහොතත් නෑගෙයි
දෑසට ලංව තවත් මේ මොහොතේ
ගොළුවී ඉන්නෙමි මම්
ගොළුවී ඉන්නෙමි මම්

රෑ කල දිගුවේ නම්
ලා සඳ නොමැකේ නම්
රෑ කල දිගුවේ නම්
ලා සඳ නොමැකේ නම්
නෙළුම් පතක රැඳී
පිණි බින්දුවක් සේ
ළමැද තලා යහනේ හිඳින්නම්
පමාවෙලා හිරු නැගෙන තුරා
දම් පාටින් ලා සඳ බැස යනවා
ආකාසේ රන්වන් පාටයි
සමුගෙන යන්න මගෙන් තව මොහොතයි
නොදොඩා ඉන්නේ ඇයි
නොදොඩා ඉන්නේ ඇයි
දම් පාටින් සඳ මුහුණ පෙනෙනවා
වෙන්වී යන මොහොතත් නෑගෙයි
දෑසට ලංව තවත් මේ මොහොතේ
ගොළුවී ඉන්නෙමි මම්
ගොළුවී ඉන්නෙමි මම්",Sad
S 34,Sithin Ma Noseli Hididdi,TM Jayarathna,"හිතින් මා නොසැලි ඉදිද්දි
කඳුල නුඹ ඇවිදින්
නිවා දැමු ඒ නෙතේ පිඩා
නොබිඳිනු මැනවී...
තනිව මා හඬනා වෙලාවේ
සැලී සැලී සීතේ
වැටුනු මහා වරුසා මතක්වී
නුඹ රැදි දෑසේ...
හිතින් මා නොසැලි ඉදිද්දි
කඳුල නුඹ ඇවිදින්
නිවා දැමු ඒ නෙතේ පිඩා
නොබිඳිනු මැනවී...
තවම මා නොදුටු සිනාකැන්
හමුනොවු යාමේ
කඳුල මට කරැණා කරන්නැයි
අයදිමි නිබඳේ...
හිතින් මා නොසැලි ඉදිද්දි
කඳුල නුඹ ඇවිදින්
නිවා දැමු ඒ නෙතේ පිඩා
නොබිඳිනු මැනවී...",Sad
S 35,Waradak Kalath Sithakin Nowe,Sanath Nandasiri,"වරදක් කළත් සිතකින් නොවේ
රිදවන්නෙ පළිගන්නෙ ඇයි
ඔබ මෙන් ඇයත් ඇය මෙන් ඔබත්
මට මාගෙ ඇස්දෙක වගෙයි //

ඔබෙ ගිනි නිවා ඇගෙ හිත දවා
අප එක්වෙලා කුමටදෝ...//
වෙනසක් නොවී මගෙ හිස් අතින්
පිසලන්නෙ කොයි කඳුළ දෝ....

වරදක් කළත්......

අසරණ ඔබයි තනිවුණු ඇයයි
මට ශාප කර යාවිදෝ...//
ඔබෙ ලෝකයෙන් ඇගෙ ලෝකයෙන්
සමුගන්න සිදුවේවි දෝ...",Sad
S 36,Ladune,Amarasiri Peris,"ලඳුනේ සොඳුරු ලඳුනේ
ඔය ලස්සන පින්බර සුදුවත කාගෙදෝ
මැණිකේ මිහිරි මැණිකේ
ඔය ඇස්දෙක දිලිසෙන තොල්පෙති මාගෙදෝ
ලඳුනේ සොඳුරු ලඳුනේ
ඔය ලස්සන පින්බර සුදුවත කාගෙදෝ
මැණිකේ මිහිරි මැණිකේ
ඔය ඇස්දෙක දිලිසෙන තොල්පෙති මාගෙදෝ
ඔබ සිතන සිතන දේ
ඔබ පතන පතන දේ
ඉටු වෙන්න කියා
මම පැතුම් පතන්නම්
සෙවනැල්ල වගේ ලඟින් ඉඳින්නම්
ඔබ කැමති කියන දේ
කටට රසට ආස දේ
ඔබට කවලා පොවලා
සතුටු කරන්නම්

විලසේ පබළු විලසේ
ඔය දිලිසෙන දත් පෙල දුන්නේ කවුරුදෝ
මලසේ රුවැති මලසේ
ඔය සුවඳයි පාටයි ඔක්කොම මාගෙදෝ
විලසේ පබළු විලසේ
ඔය දිලිසෙන දත් පෙල දුන්නේ කවුරුදෝ
මලසේ රුවැති මලසේ
ඔය සුවඳයි පාටයි ඔක්කොම මාගෙදෝ

මම ඔබව පතනවා
ඔබ මගෙයි සිතනවා
මම අහසේ මාලිගා හැදුවද මන්දා
ඔබ මුලු ලොවටත් වැඩිය වටිනවා
ඔබ මගෙම වන්නටා
මම පෙරුම් පිරුවටා
ඔබ නොමැති ලොවක මා තනි වේදෝ


ලඳුනේ සොඳුරු ලඳුනේ
ඔය ලස්සන පින්බර සුදුවත කාගෙදෝ
මැණිකේ මිහිරි මැණිකේ
ඔය ඇස්දෙක දිලිසෙන තොල්පෙති මාගෙදෝ
ලඳුනේ සොඳුරු ලඳුනේ
ඔය ලස්සන පින්බර සුදුවත කාගෙදෝ
මැණිකේ මිහිරි මැණිකේ
ඔය ඇස්දෙක දිලිසෙන තොල්පෙති මාගෙදෝ
ඔබ සිතන සිතන දේ
ඔබ පතන පතන දේ
ඉටු වෙන්න කියා
මම පැතුම් පතන්නම්
සෙවනැල්ල වගේ ලඟින් ඉඳින්නම්
ඔබ කැමති කියන දේ
කටට රසට ආස දේ
ඔබට කවලා පොවලා
සතුටු කරන්නම්


ලඳුනේ සොඳුරු ලඳුනේ
ඔය ලස්සන පින්බර සුදුවත කාගෙදෝ

මැණිකේ මිහිරි මැණිකේ
ඔය ඇස්දෙක දිලිසෙන තොල්පෙති මාගෙදෝ
ලඳුනේ සොඳුරු ලඳුනේ
ඔය ලස්සන පින්බර සුදුවත කාගෙදෝ
මැණිකේ මිහිරි මැණිකේ

ඔය ඇස්දෙක දිලිසෙන තොල්පෙති මාගෙදෝ",Sad
